artist	title	original_songs
幽閉サテライト/senya	ミゼラブルの雫	少女綺想曲　～ Dream Battle
幽閉サテライト/senya	無邪気さへの上書き	おてんば恋娘
幽閉サテライト/senya	夢想ノ華	夢消失　～ Lost Dream
幽閉サテライト/senya	雪解けリアリズム	オリエンタルダークフライト
幽閉サテライト/senya	指先チョコレイト	旧地獄街道を行く
幽閉サテライト/senya	夜桜に君を隠して	ルーネイトエルフ
幽閉サテライト/senya	弱虫ナイフ	フラワリングナイト
幽閉サテライト/senya	弱虫ヴァンパイア	U.N.オーエンは彼女なのか？
幽閉サテライト/senya	レプリカの恋	千年幻想郷　～ History of the Moon
幽閉サテライト with 岸田教団&THE明星ロケッツ	アノ華咲クヤ	明治十七年の上海アリス
幽閉サテライト/兎明	緋色	亡き王女の為のセプテット
幽閉サテライト/兎明	胸の中で誰かが	ピュアヒューリーズ　～ 心の在処
幽閉サテライト	鼓動、零れぬ酒	華のさかづき大江山
幽閉サテライト/Yuzurisa	宵の華	華のさかづき大江山
暁Records	KilLove Fireproof!	シンデレラケージ　～ Kagome-Kagome/竹取飛翔　～ Lunatic Princess/エクステンドアッシュ　～ 蓬莱人/月まで届け、不死の煙
暁Records	Shout It Out Loud!!!	もう歌しか聞こえない/門前の妖怪小娘
暁Records	少女救世論	少女綺想曲　～ Dream Battle/春色小径　～ Colorful Path/二色蓮花蝶　～ Ancients
暁Records	トランスダンスアナーキー	クレイジーバックダンサーズ
暁Records	Dreamer	大神神話伝/聖徳伝説　～ True Administrator/秘境のマーメイド
暁Records	Money Money	今宵は飄逸なエゴイスト(Live ver)　～ Egoistic Flowers.
暁Records	LOVERS	ハルトマンの妖怪少女
暁Records	LOVE EAST	厄神様の通り道　～ Dark Road/運命のダークサイド
暁Records	LOVE FOR YOU	緑眼のジェラシー
暁Records	WARNING×WARNING×WARNING	遥か３８万キロのボヤージュ/星条旗のピエロ
森羅万象	アクアテラリウム	ラクトガール　～ 少女密室
森羅万象	悪戯センセーション	亡き王女の為のセプテット/U.N.オーエンは彼女なのか？
森羅万象	有頂天ドリーマーズ	有頂天変　～ Wonderful Heaven
森羅万象	回転	遠野幻想物語
森羅万象	狂響のフォーチュネットポルカ	クレイジーバックダンサーズ
森羅万象	ぐる☆ネーション	恋色マスタースパーク/永夜抄　～ Eastern Night.
森羅万象	三妖精SAY YA!!!	春の氷精
森羅万象	シアワセエゴイスト	お宇佐さまの素い幡
森羅万象	全力ハッピーライフ	狂気の瞳　～ Invisible Full Moon
森羅万象	那由多の唄	大空魔術　～ Magical Astronomy
森羅万象	無間嫉妬劇場『666』	渡る者の途絶えた橋
森羅万象	無意識レクイエム	ハルトマンの妖怪少女
森羅万象	メイドノココロハ アヤツリドール	フラワリングナイト
石鹸屋	アウェイク	オリジナル
石鹸屋	青い雲	オリジナル
石鹸屋	紅いアムール	メイドと血の懐中時計
石鹸屋	アニー	オリジナル
石鹸屋	after	亡き王女の為のセプテット
石鹸屋	アメノチアメ	オリジナル
石鹸屋	言えったら	オリジナル
石鹸屋	id恋し いと恋し	ハルトマンの妖怪少女
石鹸屋	EX妖魔疾走【百鬼夜行の大行進】	妖魔夜行
石鹸屋	wish star	恋色マスタースパーク
石鹸屋	will feel heart?	ハートフェルトファンシー
石鹸屋	ウサハッピー	お宇佐さまの素い幡
石鹸屋	英雄なんてもんは居やしない	オリジナル
石鹸屋	EGOルギー	エネルギー黎明　～ Future Dream...
石鹸屋	オレンジ・キャット・ファルセット	ティアオイエツォン(withered leaf)
石鹸屋	かくて彼らは桜に踊る	妖々跋扈
石鹸屋	神々が別れた幻想の外	神々が恋した幻想郷
石鹸屋	寡黙なるフォール	フォールオブフォール　～ 秋めく滝
石鹸屋	原始交信	オリジナル
石鹸屋	幻葬の塚～reflected Flower	春色小径　～ Colorful Path
石鹸屋	紅霧紅夢	紅楼　～ Eastern Dream...
石鹸屋	拳を握れよ	オリジナル
石鹸屋	さっきゅんライト	フラワリングナイト
石鹸屋	さよならかみさま	ネイティブフェイス
石鹸屋	サンライト	オリジナル
石鹸屋	search&caved-見敵必掘-	プレインエイジア
石鹸屋	The Bullet Rabbit Has Landed	兎は舞い降りた
石鹸屋	シャボン	オリジナル
石鹸屋	地獄の端にて君を待つ	旧地獄街道を行く
石鹸屋	STEP 5	オリジナル
石鹸屋	タフネス?	オリジナル
石鹸屋	ってゐ!～えいえんてゐVer～	シンデレラケージ　～ Kagome-Kagome
石鹸屋	D-89	今昔幻想郷　～ Flower Land
石鹸屋	デカルトの向こう側へ	シュレディンガーの化猫
石鹸屋	Demystify	Demystify Feast
石鹸屋	True Blossom	幽雅に咲かせ、墨染の桜　～ Border of Life
石鹸屋	東方萃夢想 ～saigetu～	東方萃夢想
石鹸屋	東方妖々夢～the maximum moving about～	東方妖々夢　～ Ancient Temple
石鹸屋	届くまで	オリジナル
石鹸屋	トラベリング・ウィズアウト・シェイクハンズ	死体旅行　～ Be of good cheer!
石鹸屋	ドッグハート	オリジナル
石鹸屋	どんな言葉なら	オリジナル
石鹸屋	ナイト・オブ・マウント	妖怪の山　～ Mysterious Mountain
石鹸屋	ナインヘッドプライド	柳の下のデュラハン
石鹸屋	涙が渇くまでの時間を	オリジナル
石鹸屋	二足歩行の天狗walkin'	天狗が見ている　～ Black Eyes
石鹸屋	年中夢中×3	年中夢中の好奇心
石鹸屋	花が幽雅に咲くように	幽雅に咲かせ、墨染の桜　～ Border of Life
石鹸屋	歯を磨く	オリジナル
石鹸屋	バトルフィールド・アシンメトリック	神さびた古戦場　～ Suwa Foughten Field
石鹸屋	ひどくラブ	オリジナル
石鹸屋	秘密のチャーム・バッド・ガール	オリジナル
石鹸屋	ヒューマニズム ノイズ	オリジナル
石鹸屋	ピロートーク	オリジナル
石鹸屋	ファインダーダイバー	あなたの町の怪事件
石鹸屋	フィルム・エンド	風神少女
石鹸屋	不撓不屈のモーメント	キャプテン・ムラサ
石鹸屋	ペーパークラフト	オリジナル
石鹸屋	冒険の譚	ジャパニーズサーガ
石鹸屋	ボーダーライン	少女秘封倶楽部
石鹸屋	また、また明日	オリジナル
石鹸屋	⑨、変(こい)のバラッド	おてんば恋娘
石鹸屋	ミシャグジ・エンパイア	明日ハレの日、ケの昨日
石鹸屋	MILKYWAY	恋色マスタースパーク
石鹸屋	無何有の雪桜	無何有の郷　～ Deep Mountain
石鹸屋	無生命サーフェス	星条旗のピエロ
石鹸屋	巡るHarvest	稲田姫様に叱られるから
石鹸屋	もう歌しかうたえない	もう歌しか聞こえない
石鹸屋	唯一無二のステューピッド	オリジナル
石鹸屋	UFOロマンス	夜空のユーフォーロマンス
石鹸屋	夜が明る過ぎる	オリジナル
石鹸屋	ラストカウンター	オリジナル
石鹸屋	last heart	ラストリモート
石鹸屋	リバース・デス	リバースイデオロギー
石鹸屋	流星の音がきこえる	オリジナル
石鹸屋	ルナ・マーダー～夜霧の幻影殺人鬼～	月時計　～ ルナ・ダイアル
石鹸屋	lose one's faith	信仰は儚き人間の為に
石鹸屋	レモン	オリジナル
石鹸屋	locked clock	ラクトガール　～ 少女密室
羽っ鳥もさく共和国	ETERNAL SCARLETT	亡き王女の為のセプテット
羽っ鳥もさく共和国	STARRY MAGIC	恋色マスタースパーク
豚乙女	欠伸	オリジナル
豚乙女	隠然	秘匿されたフォーシーズンズ
豚乙女	うたかた	月まで届け、不死の煙
豚乙女	運命の輪	運命のダークサイド
豚乙女	越-ETSU-	光輝く天球儀
豚乙女	囲い無き世は一期の月影	竹取飛翔　～ Lunatic Princess
豚乙女	狂愛～kyoai～	U.N.オーエンは彼女なのか？
豚乙女	響縁	少女綺想曲　～ Dream Battle
豚乙女	清らかな幸福	芥川龍之介の河童　～ Candid Friend
豚乙女	幻想のサテライト	天空のグリニッジ
豚乙女	恋の病	封じられた妖怪　～ Lost Place
豚乙女	孤独な花	山奥のエンカウンター
豚乙女	ソリッド	今宵は飄逸なエゴイスト(Live ver)　～ Egoistic Flowers.
豚乙女	トラウマレコーダー	オリジナル
豚乙女	儚きもの人間	柳の下のデュラハン
豚乙女	遥か遠い空の声	無間の鐘　～ Infinite Nightmare
豚乙女	春の雪	無何有の郷　～ Deep Mountain
豚乙女	パノラマガール	桜花之恋塚　～ Flower of Japan
豚乙女	ファビュラス	開演間近/今宵は飄逸なエゴイスト(Live ver)　～ Egoistic Flowers.
豚乙女	フルボッコ	オリジナル
豚乙女	待チ人ハ来ズ。	万年置き傘にご注意を
豚乙女	三つ数えろ	魔術師メリー
豚乙女	みんなの	夜雀の歌声　～ Night Bird
豚乙女	ムーンストーン	G Free
豚乙女	桃色ファイブスター	天空の花の都
豚乙女	朗月	綿月のスペルカード ～Lunatic Blue
豚乙女	歪～Y～	リジッドパラダイス/デザイアドライブ/古きユアンシェン
豚乙女	ワープオン	夜が降りてくる　～ Evening Star
魂音泉	It's All Because of You (feat. らっぷびと)	永夜抄　～ Eastern Night.
魂音泉	Witches' Night (feat. RainyBlue)	メイガスナイト
魂音泉	愛き夜道 (feat. ランコ,雨天決行)	砕月
魂音泉	幻想河童行進曲 (feat. ytr)	神々が恋した幻想郷/芥川龍之介の河童　～ Candid Friend
魂音泉	Game is Over (feat. 抹,ytr,らっぷびと)	封印されし神々
魂音泉	こんな最低で最高な夜は (feat. 抹,らっぷびと)	彼岸帰航　～ Riverside View
魂音泉	ジンガイクライシス feat. ytr	プレインエイジア
魂音泉	STILL (feat. AO,抹,らっぷびと)	砕月
魂音泉	揺蕩うLove (feat. らっぷびと)	万年置き傘にご注意を
魂音泉	テウルギスト (feat. ytr,抹)	信仰は儚き人間の為に
魂音泉	トーホータノシ (feat. 抹)	永夜抄　～ Eastern Night.
魂音泉	土着信仰ッ!守上げ隊 (feat. 雨天決行,ytr)	御柱の墓場　～ Grave of Being
魂音泉	Hands (feat. AO,らっぷびと)	信仰は儚き人間の為に
魂音泉	firesway (feat. RainyBlue)	蠢々秋月　～ Mooned Insect
魂音泉	Bass Killed Box (feat. ytr,抹)	U.N.オーエンは彼女なのか？
魂音泉	ゆけむり魂温泉II	旧地獄街道を行く
魂音泉	酔いどれ百万同一鬼 (feat. ytr,らっぷびと)	萃夢想/砕月
魂音泉	RAMBLE (feat. 抹,らっぷびと,雨天決行,AO,司芭扶)	恋色マスタースパーク
ゼッケン屋	イッツホーライ	エクステンドアッシュ　～ 蓬莱人
ゼッケン屋	エソテリアン・ヒステリア	魔界地方都市エソテリア
ゼッケン屋	境界へと至る病	ネクロファンタジア
ゼッケン屋	THE LEGEND OF HAKUREI-CHANG	少女綺想曲　～ Dream Battle
ゼッケン屋	世界のウジウツ	霊知の太陽信仰　～ Nuclear Fusion
ゼッケン屋	タンデムテイル	ティアオイエツォン(withered leaf)
ゼッケン屋	ハイコートポロロッカ	芥川龍之介の河童　～ Candid Friend
ゼッケン屋	博麗ちゃん境内から落下す	少女綺想曲　～ Dream Battle
ゼッケン屋	ヤクプリ	厄神様の通り道　～ Dark Road
コバヤシユウヤ×あにー	そして誰もいなくなった	U.N.オーエンは彼女なのか？
紺碧studio	Doubt & Trust	ハルトマンの妖怪少女/少女さとり　～ 3rd eye
Tatsh×黒田椋子	Feel My Beat!	始原のビート　～ Pristine Beat
発熱巫女～ず	IN MY LIFE	ティアオイエツォン(withered leaf)
Pizuya's Cell	カレイドスコープ	秘匿されたフォーシーズンズ
Pizuya's Cell	Crazy Clumsy Circus	クレイジーバックダンサーズ
Pizuya's Cell	NOiSE -ノイズ-	バー・オールドアダム
Pizuya's Cell	ユビキタス・グリニッジ	天空のグリニッジ
藤咲かりん(miko)	魔理沙は大変なものを盗んでいきました	Romantic Children/人形裁判　～ 人の形弄びし少女
舞風-MAIKAZE/沙紗飛鳥	神々の祈り	厄神様の通り道　～ Dark Road
舞風-MAIKAZE/沙紗飛鳥	幻奏ノ滝	フォールオブフォール　～ 秋めく滝
舞風-MAIKAZE/沙紗飛鳥	双尾の赤猫便	廃獄ララバイ
舞風-MAIKAZE/沙紗飛鳥	散りゆく時(piano version)	恋色マスタースパーク
舞風-MAIKAZE/沙紗飛鳥	散りゆく時-FINAL-	恋色マスタースパーク
舞風-MAIKAZE/沙紗飛鳥	廻り巡る	オリジナル
舞風-MAIKAZE/沙紗飛鳥	夜桜街道	死霊の夜桜/ゴーストリード
舞風-MAIKAZE/時音-TOKINE	アカシックレコード	小さな欲望の星空/聖徳伝説　～ True Administrator
舞風-MAIKAZE/時音-TOKINE	風祝～Kazahouri	少女が見た日本の原風景
舞風-MAIKAZE/時音-TOKINE	空想写真	あなたの町の怪事件
舞風-MAIKAZE/時音-TOKINE	そこに在るもの	オリジナル
舞風-MAIKAZE/時音-TOKINE	月夜の花	幻視の夜　～ Ghostly Eyes
舞風-MAIKAZE/時音-TOKINE	ユメツヅリ	無間の鐘　～ Infinite Nightmare
舞風-MAIKAZE/時音-TOKINE	緑眼のパルスィ～Deep green eyes～	渡る者の途絶えた橋/緑眼のジェラシー
いとうかなこ	ロストワードクロニカル	東方妖怪小町
