karaoke_type	display_artist	circle
JOYSOUND	イオシス/ビートまりお(COOL&CREATE)，ARM(IOSYS)	イオシス
JOYSOUND	イオシス/ビートまりお(COOL&CREATE)，miko(Alternative ending)	イオシス
JOYSOUND	イオシス/ヒナコ	イオシス
JOYSOUND	イオシス/まり	イオシス
JOYSOUND	イオシス/めらみぽっぷ(こすもぽりたん)	イオシス
JOYSOUND	イオシス/ゆか	イオシス
JOYSOUND	イオシス/ゆっくり	イオシス
JOYSOUND	イオシス/ゆん	イオシス
JOYSOUND	イオシス/ランコ(豚乙女)	イオシス
JOYSOUND	イオシス/りこ。	イオシス
JOYSOUND	イオシス/一ノ瀬月琉 (monotone)	イオシス
JOYSOUND	イオシス/一ノ瀬月琉(monotone)，ARM(IOSYS)	イオシス
JOYSOUND	イオシス/榎津まお	イオシス
JOYSOUND	イオシス/園児ちゃん	イオシス
JOYSOUND	イオシス/岩杉夏	イオシス
JOYSOUND	イオシス/岩杉夏，イザベル，minami	イオシス
JOYSOUND	イオシス/宮簀月菜	イオシス
JOYSOUND	イオシス/厚志(石鹸屋)	イオシス
JOYSOUND	イオシス/高井さん & ちよこ feat.あいかぴん	イオシス
JOYSOUND	イオシス/高井さん(IOSYS)	イオシス
JOYSOUND	イオシス/咲希/あゆ	イオシス
JOYSOUND	イオシス/三澤秋	イオシス
JOYSOUND	イオシス/山本椛(monotone)	イオシス
JOYSOUND	イオシス/山本椛(monotone)，ARM(IOSYS)	イオシス
JOYSOUND	イオシス/山本椛(monotone)，なつみ(Silver Forest)，Nano(Silver Forest)	イオシス
JOYSOUND	イオシス/秀三(ゼッケン屋)	イオシス
JOYSOUND	イオシス/衝動的の人(cakebox)	イオシス
JOYSOUND	イオシス/神波千尋(Studioどらごんめいる)	イオシス
JOYSOUND	イオシス/神波千尋(Studioどらごんめいる)・龍波しゅういち(Studioどらごんめいる)	イオシス
JOYSOUND	イオシス/神波千尋(天然ジェミニ)	イオシス
JOYSOUND	イオシス/藤原鞠菜	イオシス
JOYSOUND	イオシス/藤原鞠菜，ゆん	イオシス
JOYSOUND	イオシス/藤咲かりん	イオシス
JOYSOUND	イオシス/藤枝あかね	イオシス
JOYSOUND	イオシス/夢眠ねむ(monoROSETTA)，レナ(monoROSETTA)	イオシス
JOYSOUND	イオシス/夢来	イオシス
JOYSOUND	イオシス/悠杏李	イオシス
JOYSOUND	イオシス/梨本悠里(Lily Crown)	イオシス
JOYSOUND	イオシス/龍波しゅういち	イオシス
JOYSOUND	うっちー/いえろ～ぜぶら(あ～るの～と)	いえろ～ぜぶら(あ～るの～と)
JOYSOUND	かぜはふり。	かぜはふり。
JOYSOUND	カラスヤサボウ	
JOYSOUND	こなぐすり feat.Mayumi	こなぐすり
JOYSOUND	こなぐすり feat.うさ	こなぐすり
JOYSOUND	こなぐすり feat.このみ	こなぐすり
JOYSOUND	こなぐすり feat.ななひら	こなぐすり
JOYSOUND	こなぐすり feat.ハナビ雨季	こなぐすり
JOYSOUND	こなぐすり feat.はるうら	こなぐすり
JOYSOUND	こなぐすり feat.ヲタクのこま	こなぐすり
JOYSOUND	こなぐすり feat.愛空アキハ	こなぐすり
JOYSOUND	こなぐすり feat.実谷なな	こなぐすり
JOYSOUND	こなぐすり feat.葉月ゆら	こなぐすり
JOYSOUND	こなぐすり@まめみ	こなぐすり
JOYSOUND	こなぐすり@時花	こなぐすり
JOYSOUND	こなぐすり@時花 feat.Tsubaki	こなぐすり
JOYSOUND	こなぐすり@時花 feat.愛空アキハ	こなぐすり
JOYSOUND	ごりら公園	ごりら公園
JOYSOUND	サリー feat. IZNA	サリー
JOYSOUND	サリー feat. めらみぽっぷ	サリー
JOYSOUND	サリー feat. ランコ	サリー
JOYSOUND	サリー feat. 茶太	サリー
JOYSOUND	じゃねっと亭	じゃねっと亭
JOYSOUND	じゃねっと亭×9bFOX	じゃねっと亭
JOYSOUND	シラヌイカズキヲ	へたのよこずき
JOYSOUND	すし～	あぷえぬすたーと！
JOYSOUND	ゼッケン屋	ゼッケン屋
JOYSOUND	つぐみ	あぷえぬすたーと！
JOYSOUND	ねこみりん feat.みゆ	ねこみりん
JOYSOUND	はちみつれもん feat.ヒスイリカ	はちみつれもん
JOYSOUND	はちみつれもん feat.中恵光城	はちみつれもん
JOYSOUND	はにーぽけっと	はにーぽけっと
JOYSOUND	ハル	Яiselied
JOYSOUND	ビートまりお(COOL&CREATE)	COOL&CREATE
JOYSOUND	ふぉれすとぴれお feat.kana	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.うるし	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.エミコ	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.かざはな、まめこ	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.ココ	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.すもも	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.ななひら	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.まめこ	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.みぃしゃ	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.めらみぽっぷ	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.ランコ	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.リズナ	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.りゃく	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.ルシュカ	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.紫月菜乃	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.実谷なな	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.南条あきら	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.夢璃花	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.葉月なの	ふぉれすとぴれお
JOYSOUND	ふぉれすとぴれお feat.Φ串Φ	ふぉれすとぴれお
JOYSOUND	へたのよこずき feat みりん屋	へたのよこずき
JOYSOUND	へたのよこずき/玉谷	へたのよこずき
JOYSOUND	へたのよこずき/玉谷屋	へたのよこずき
JOYSOUND	へたのよこずき/彩	へたのよこずき
JOYSOUND	へたのよこずき/谷屋楽	へたのよこずき
JOYSOUND	へたのよこずき/谷屋楽、玉谷、彩	へたのよこずき
JOYSOUND	へたのよこずきとサニーを忘れないみんな	へたのよこずき
JOYSOUND	マスカルポーネ	マスカルポーネ
JOYSOUND	モジャン棒	モジャン棒
JOYSOUND	モノクロ殺人現場写真	モノクロ殺人現場写真
JOYSOUND	ユウノウミ/イザベル	ユウノウミ
JOYSOUND	ユウノウミ/まめみ(こなぐすり)	ユウノウミ
JOYSOUND	ユウノウミ/岩杉夏	ユウノウミ
JOYSOUND	ユウノウミ/山本椛(MONOTONE/IOSYS)	ユウノウミ
JOYSOUND	ユウノウミ/藤原鞠菜	ユウノウミ
JOYSOUND	ゆか	
JOYSOUND	らっぷびと	
JOYSOUND	らむだーじゃん	RegaSound
JOYSOUND	ロリ活(LOLI.COM×とんかつ) feat.ななひら	ロリ活(LOLI.COM×とんかつ)
JOYSOUND	快楽音楽堂(紫、とき、いわまひろゆき、G型)	快楽音楽堂
JOYSOUND	暁Records feat.Stack	暁Records
JOYSOUND	群青リボン	群青リボン
JOYSOUND	群馬東方会 feat. ゆ様、しい、なっちゃんブルー	群馬東方会
JOYSOUND	魂音泉	魂音泉
JOYSOUND	子猫奪回屋 feat.Mint	子猫奪回屋
JOYSOUND	子猫奪回屋 feat.Mint&Riryka	子猫奪回屋
JOYSOUND	子猫奪回屋 feat.めらみぽっぷ	子猫奪回屋
JOYSOUND	少女理論観測所/TERRA	少女理論観測所
JOYSOUND	少女理論観測所/うきね	少女理論観測所
JOYSOUND	少女理論観測所/咲子	少女理論観測所
JOYSOUND	榛ノ木書室/はるうら	榛ノ木書室
JOYSOUND	榛ノ木書室/はるうら feat. 時花(こなぐすり)	榛ノ木書室
JOYSOUND	深麻由幸	あぷえぬすたーと！
JOYSOUND	清風明月(葉月ゆら・Drop)	清風明月(葉月ゆら・Drop)
JOYSOUND	清風明月(葉月ゆら・Drop)&このり	清風明月(葉月ゆら・Drop)
JOYSOUND	清風明月(葉月ゆら・Drop)&みちゅき	清風明月(葉月ゆら・Drop)
JOYSOUND	石鹸屋	石鹸屋
JOYSOUND	凋叶棕 feat.3L	凋叶棕
JOYSOUND	凋叶棕 feat.めらみぽっぷ	凋叶棕
JOYSOUND	凋叶棕 feat.めらみぽっぷ/紫月菜乃	凋叶棕
JOYSOUND	凋叶棕 feat.紫月菜乃	凋叶棕
JOYSOUND	凋叶棕 feat.中恵光城	凋叶棕
JOYSOUND	天然ジェミニ feat.愛原千尋(神波千尋)	天然ジェミニ
JOYSOUND	天然ジェミニ feat.愛原千尋(神波千尋)&うたげあんな	天然ジェミニ
JOYSOUND	天然ジェミニ feat.愛原千尋(神波千尋)&愛空アキハ&ゆきまめ	天然ジェミニ
JOYSOUND	天然ジェミニ feat.愛原千尋(神波千尋)&愛原佑季	天然ジェミニ
JOYSOUND	天然ジェミニ feat.愛原千尋(神波千尋)&愛原佑季&うたげあんな	天然ジェミニ
JOYSOUND	天然ジェミニ feat.愛原佑季	天然ジェミニ
JOYSOUND	天然ジェミニ feat.愛原佑季&うたげあんな	天然ジェミニ
JOYSOUND	都築きせの	
JOYSOUND	藤宮ゆき/いえろ～ぜぶら(あ～るの～と)	いえろ～ぜぶら(あ～るの～と)
JOYSOUND	藤宮ゆき&うっちー/いえろ～ぜぶら(あ～るの～と)	いえろ～ぜぶら(あ～るの～と)
JOYSOUND	豆屋 feat.MARY	豆屋
JOYSOUND	豚乙女	豚乙女
JOYSOUND	豚乙女 feat.ビートまりお(COOL&CREATE)	豚乙女
JOYSOUND	豚乙女 feat.めらみぽっぷ	豚乙女
JOYSOUND	豚乙女 feat.ランコ	豚乙女
JOYSOUND	豚乙女 feat.ランコ、3L	豚乙女
JOYSOUND	豚乙女 feat.ランコ、Cherose	豚乙女
JOYSOUND	豚乙女 feat.ランコ、ichigo	豚乙女
JOYSOUND	豚乙女 feat.ランコ、yonji	豚乙女
JOYSOUND	豚乙女 feat.ランコ、あまね	豚乙女
JOYSOUND	豚乙女 feat.衝動的の人	豚乙女
JOYSOUND	熱い皆(すし～、春夏アキト、米※、Yuel Y.、つぐみ、KOR、汝我 猛)	あぷえぬすたーと！
JOYSOUND	白鷺ゆっきー@黒雪ごはん&シロクロ	
JOYSOUND	発熱巫女～ず☆capo	発熱巫女～ず
JOYSOUND	発熱巫女～ず☆Chen-U	発熱巫女～ず
JOYSOUND	発熱巫女～ず☆michiyo	発熱巫女～ず
JOYSOUND	発熱巫女～ず☆narco	発熱巫女～ず
JOYSOUND	発熱巫女～ず☆narco+capo	発熱巫女～ず
JOYSOUND	発熱巫女～ず☆SAKURA_bot	発熱巫女～ず
JOYSOUND	発熱巫女～ず☆ぴえむこ	発熱巫女～ず
JOYSOUND	発熱巫女～ず☆ランコ(豚乙女)	発熱巫女～ず
JOYSOUND	発熱巫女～ず☆舞花	発熱巫女～ず
JOYSOUND	発熱巫女～ず☆陽花	発熱巫女～ず
JOYSOUND	舞風-MAIKAZE/御堂くすは	舞風-MAIKAZE
JOYSOUND	舞風-MAIKAZE/沙紗飛鳥	舞風-MAIKAZE
JOYSOUND	舞風-MAIKAZE/時音-TOKINE	舞風-MAIKAZE
JOYSOUND	舞風-MAIKAZE/憐歌	舞風-MAIKAZE
JOYSOUND	味玉定食	味玉定食
JOYSOUND	幽閉サテライト/senya	幽閉サテライト
JOYSOUND	夕焼けコンテナ。 feat.PETAKO	夕焼けコンテナ。
JOYSOUND	秣本瑳羅 (Riverside)	Riverside
JOYSOUND	鶫 feat. Cutie Pai まゆちゃん	鶫
